subject,session_index,rep,H.dot,UD.dot.e,DD.dot.e,H.e,UD.e.g,DD.e.g,H.g,UD.g.o,DD.g.o,H.o,UD.o.one,DD.o.one,H.one,UD.one.B,DD.one.B,H.B,UD.B.u,DD.B.u,H.u,UD.u.s,DD.u.s,H.s,UD.s.l,DD.s.l,H.l,UD.l.i,DD.l.i,H.i,UD.i.x,DD.i.x,H.x
wjola,1,1,0.14771,0.05113,0.19985,0.09952,0.07559,0.17611,0.17221,0.09762,0.01412,0.05221,0.14762,0.21395,0.13879,0.46905,0.60783,0.06643,0.08441,0.15287,0.08905,0.03634,0.12638,0.09904,0.048,0.14802,0.09142,0.08799,0.18041,0.0687,0.05047,0.11917,0.08237
wjola,1,3,0.10685,0.02691,0.13476,0.07511,0.08693,0.16304,0.18045,0.09352,0.02265,0.08339,0.62487,0.73292,0.06518,0.1532,0.21939,0.23665,0.08344,0.02621,0.05994,0.04468,0.13255,0.09404,0.0724,0.16744,0.07184,0.09968,0.17152,0.07903,0.04428,0.12431,0.07906
wjola,1,4,0.0829,0.1193,0.2032,0.09566,0.13159,0.22825,0.0719,0.06077,0.13266,0.09172,0.14071,0.23243,0.09506,0.10836,0.20342,0.20811,0.09974,0.04344,0.05145,0.03612,0.13187,0.10292,0.07307,0.177,0.06301,0.07588,0.13889,0.06807,0.02777,0.09585,0.08369
wjola,1,5,0.05732,0.4655,0.52481,0.07356,0.09967,0.17424,0.19156,0.09189,0.02262,0.05262,0.16071,0.23686,0.09961,0.39654,0.49711,0.08824,0.0527,0.14293,0.10623,0.04745,0.15468,0.09354,0.12312,0.21666,0.08703,0.08829,0.17532,0.06974,0.03182,0.10357,0.08442
wjola,1,7,0.13641,0.02302,0.15943,0.11231,0.12866,0.24096,0.11467,0.01947,0.13515,0.096,0.17312,0.26913,0.09906,0.3714,0.47047,0.12327,0.01596,0.14023,0.1049,0.06331,0.16821,0.10434,0.07131,0.1766,0.08699,0.07769,0.16468,0.17622,0.09854,0.01218,0.07972
wjola,2,8,0.06048,0.06472,0.1252,0.06232,0.09191,0.15521,0.17205,0.08014,0.01185,0.04052,0.18724,0.23961,0.10338,0.18847,0.29185,0.24935,0.06088,0.0272,0.09581,0.03954,0.16354,0.10311,0.05964,0.16375,0.04705,0.08766,0.13689,0.05955,0.30415,0.3647,0.07348
wjola,2,9,0.07782,0.02389,0.10271,0.06746,0.09535,0.16358,0.1919,0.09655,0.03874,0.01938,0.18439,0.2445,0.07564,0.08863,0.16427,0.13828,0.51286,0.65207,0.07009,0.03231,0.10337,0.0887,0.07907,0.16777,0.09918,0.08082,0.18056,0.16807,0.08724,0.05475,0.05639
wjola,3,10,0.08348,0.0515,0.13603,0.09105,0.12325,0.2153,0.11564,0.26359,0.38023,0.06035,0.1006,0.16096,0.07013,0.60927,0.6804,0.05069,0.22322,0.27587,0.05148,0.05589,0.10737,0.07132,0.09886,0.17118,0.09664,0.15587,0.25347,0.08711,0.04419,0.13129,0.09185
wjola,4,11,0.07556,0.07157,0.14803,0.08697,0.08713,0.17509,0.13972,0.05258,0.03048,0.08043,0.15635,0.26806,0.10436,0.11956,0.22493,0.24336,0.1238,0.03437,0.06309,0.01502,0.11444,0.1159,0.0639,0.18075,0.06406,0.17105,0.23612,0.09985,0.10013,0.19999,0.0995
wjola,4,12,0.17617,0.55644,0.7326,0.10312,0.08694,0.19098,0.13916,0.05223,0.06767,0.03188,0.33605,0.43616,0.0946,0.13248,0.2283,0.29283,0.16036,0.03438,0.07509,0.01213,0.1226,0.11313,0.09597,0.2091,0.07481,0.09243,0.16824,0.15532,0.06289,0.02774,0.06816
wjola,5,13,0.09886,0.2406,0.34048,0.08802,0.11548,0.20351,0.19557,0.07909,0.02717,0.05253,0.20421,0.28391,0.09608,0.16347,0.25955,0.29585,0.13239,0.02013,0.08348,0.02693,0.13105,0.09299,0.06013,0.15312,0.05904,0.10786,0.16783,0.06064,0.01905,0.07969,0.09134
wjola,5,14,0.07956,0.10903,0.18859,0.07819,0.16518,0.24439,0.22432,0.05914,0.03848,0.06374,0.24413,0.348,0.10384,0.1889,0.29374,0.30688,0.11797,0.02418,0.05952,0.07624,0.15994,0.07614,0.12295,0.20008,0.06475,0.11988,0.18463,0.05396,0.10064,0.15597,0.06335
wjola,5,15,0.1069,0.07554,0.18343,0.06629,0.12372,0.19136,0.1878,0.06408,0.02792,0.03591,0.24529,0.30912,0.07814,0.20803,0.28716,0.29281,0.08479,0.01924,0.07575,0.08627,0.18337,0.05171,0.18918,0.24089,0.09729,0.09722,0.19548,0.07098,0.02371,0.09469,0.07193
wjola,5,16,0.09488,0.03921,0.13509,0.06011,0.12319,0.1843,0.17498,0.05179,0.0326,0.03589,0.16022,0.2287,0.1068,0.06799,0.17579,0.16362,0.09563,0.04029,0.06385,0.09665,0.2008,0.08678,0.15239,0.24016,0.07429,0.12404,0.19932,0.03916,0.1084,0.14839,0.07833
wjola,5,17,0.10255,0.0159,0.11939,0.08821,0.12757,0.21652,0.2186,0.09103,0.01197,0.09708,0.23407,0.34506,0.0802,0.53183,0.61203,0.05452,0.12472,0.18024,0.05907,0.04756,0.10764,0.09521,0.09647,0.19242,0.08633,0.11221,0.19954,0.09871,0.02815,0.12685,0.10461
wjola,5,18,0.0958,0.12013,0.21593,0.10313,0.13678,0.24059,0.09321,0.05242,0.14663,0.07081,0.26142,0.33318,0.11915,0.39968,0.51984,0.08775,0.12038,0.20813,0.07545,0.02826,0.10371,0.1168,0.05816,0.17496,0.10878,0.09486,0.20435,0.15564,0.02374,0.17938,0.12005
wjola,5,19,0.08783,0.06267,0.1515,0.08279,0.13701,0.22084,0.09478,0.03561,0.1314,0.06327,0.15248,0.21648,0.12165,0.40058,0.52323,0.07059,0.1084,0.17899,0.05467,0.0477,0.10337,0.11648,0.07972,0.1962,0.10811,0.12322,0.23133,0.11566,0.03246,0.14812,0.10834
wjola,5,20,0.08698,0.17529,0.26328,0.07943,0.1445,0.22482,0.13084,0.10788,0.23968,0.06719,0.74803,0.81622,0.09144,0.21898,0.31143,0.09238,0.07963,0.17282,0.06547,0.03254,0.09924,0.0834,0.07905,0.16416,0.07642,0.10759,0.18401,0.12849,0.0308,0.15929,0.10838
wjola,5,21,0.07445,0.01175,0.08722,0.09713,0.12304,0.22016,0.20004,0.07701,0.01796,0.03516,0.16111,0.21592,0.09044,0.40785,0.49928,0.06768,0.10641,0.17509,0.06391,0.02856,0.09347,0.10943,0.06852,0.17994,0.1148,0.10835,0.22415,0.10486,0.05698,0.16383,0.11549
wjola,5,22,0.07852,0.0114,0.09092,0.09219,0.09886,0.19185,0.15908,0.06022,0.01166,0.05965,0.23652,0.30836,0.09473,0.19987,0.29547,0.31252,0.11266,0.01846,0.07127,0.07268,0.16377,0.08365,0.08782,0.17147,0.099,0.08931,0.18932,0.12542,0.15326,0.28069,0.07776
kasia,4,1,0.05612,0.09637,0.15249,0.07581,0.13618,0.21199,0.0667,0.02834,0.09604,0.08408,0.19743,0.28151,0.0659,0.24372,0.30962,0.10432,0.09543,0.19975,0.09187,0.07133,0.16415,0.07181,0.11222,0.18403,0.10797,0.10024,0.20822,0.08828,0.07133,0.15961,0.09626
kasia,4,2,0.04626,0.141,0.18826,0.06174,0.12869,0.19143,0.05905,0.04361,0.10365,0.07937,0.20033,0.2807,0.05812,0.8082,0.86764,0.0588,0.10845,0.16825,0.0631,0.06385,0.12743,0.07702,0.07079,0.14781,0.10336,0.09678,0.20105,0.05401,0.07632,0.13129,0.07872
kasia,4,3,0.09508,0.08449,0.18075,0.09356,0.15662,0.25118,0.09506,0.01941,0.11548,0.08796,0.1203,0.20827,0.10361,0.20392,0.30753,0.32869,0.12477,0.02658,0.0753,0.03687,0.13976,0.08402,0.08057,0.16459,0.08632,0.10035,0.18763,0.0622,0.0485,0.11169,0.08438
kasia,4,4,0.06662,0.11169,0.17924,0.04777,0.17214,0.21991,0.06269,0.05616,0.12034,0.0755,0.11544,0.1918,0.1116,0.41674,0.52834,0.50517,0.08843,0.03114,0.09121,0.02798,0.15134,0.07873,0.08731,0.16705,0.08325,0.09726,0.18151,0.05368,0.0367,0.0914,0.07551
kasia,4,5,0.06257,0.09684,0.16041,0.08619,0.13645,0.2236,0.06252,0.02014,0.08366,0.06688,0.1326,0.20048,0.10329,0.29725,0.40054,0.12183,0.03562,0.15846,0.08871,0.06415,0.15286,0.07635,0.09897,0.17531,0.08781,0.08797,0.17662,0.0625,0.07213,0.13562,0.09535
kasia,4,6,0.05889,0.76392,0.82282,0.04991,0.16927,0.22017,0.07554,0.02054,0.09607,0.06361,0.11621,0.17983,0.08694,0.21217,0.30012,0.12703,0.0638,0.19182,0.08476,0.0542,0.13896,0.07574,0.05989,0.13663,0.07929,0.09343,0.17272,0.04613,0.06045,0.10758,0.0678
kasia,4,7,0.04586,0.1524,0.19926,0.07553,0.1399,0.21612,0.21184,0.07195,0.01807,0.05953,0.14005,0.2196,0.09572,0.29941,0.39599,0.40744,0.10803,0.03627,0.06417,0.02697,0.12741,0.07636,0.08363,0.16096,0.08765,0.07974,0.16803,0.05832,0.03605,0.09565,0.06756
kasia,4,8,0.08218,0.04405,0.12741,0.09857,0.10193,0.20151,0.08228,0.01883,0.10245,0.06788,0.12456,0.19308,0.08384,0.29604,0.37988,0.40038,0.10434,0.02996,0.07614,0.03142,0.13932,0.07219,0.07579,0.14798,0.09594,0.08005,0.17599,0.05922,0.0361,0.09632,0.06359
kasia,4,9,0.08691,0.01987,0.10781,0.10384,0.14086,0.2447,0.20009,0.05923,0.01097,0.08024,0.16337,0.25558,0.09582,0.14373,0.24072,0.27163,0.12789,0.03284,0.06194,0.07632,0.17209,0.09579,0.0677,0.164,0.07558,0.11599,0.19157,0.07535,0.04439,0.11974,0.08742
kasia,4,10,0.07048,0.13212,0.2036,0.06672,0.13224,0.19996,0.09563,0.16025,0.25588,0.06798,0.16831,0.23629,0.0579,0.88024,0.93916,0.08799,0.04805,0.1367,0.07128,0.05245,0.12373,0.09548,0.03688,0.13299,0.08285,0.09624,0.17945,0.05989,0.04128,0.10186,0.08621
kasia,4,11,0.07033,0.09214,0.16347,0.08478,0.11516,0.19994,0.0592,0.02291,0.08295,0.0837,0.12477,0.20947,0.0999,0.74771,0.84761,0.08351,0.044,0.12852,0.08306,0.02452,0.10758,0.0872,0.05217,0.13978,0.08031,0.09623,0.17654,0.04599,0.06418,0.11117,0.07147
kasia,4,12,0.08702,0.08424,0.17225,0.07798,0.12127,0.20025,0.09933,0.02304,0.12336,0.068,0.13978,0.20777,0.09291,0.81162,0.90452,0.0628,0.09236,0.15615,0.07933,0.03608,0.11541,0.09311,0.07896,0.17207,0.0924,0.09881,0.19121,0.06347,0.03656,0.10103,0.06755
kasia,4,13,0.07943,0.12847,0.20887,0.08718,0.10336,0.19155,0.06748,0.05227,0.12039,0.06797,0.10304,0.17101,0.08516,0.85581,0.94097,0.08311,0.08807,0.17218,0.06643,0.06841,0.13585,0.10043,0.06612,0.16755,0.07543,0.10754,0.18348,0.05633,0.1047,0.16103,0.09472
kasia,4,14,0.08269,0.08805,0.17175,0.08238,0.46085,0.54423,0.10233,0.06354,0.16683,0.04335,0.76802,0.81238,0.07078,0.12885,0.20035,0.11152,0.06252,0.17506,0.08365,0.07219,0.15684,0.07955,0.32153,0.40108,0.09333,0.10416,0.19849,0.06405,0.05604,0.12009,0.06761
kasia,4,15,0.06269,0.08037,0.14407,0.06695,0.14884,0.21638,0.09036,0.05198,0.14333,0.07253,0.11137,0.1839,0.09116,0.51198,0.60415,0.06448,0.07134,0.13582,0.07943,0.0314,0.11184,0.08852,0.07556,0.16408,0.11295,0.09532,0.20827,0.07439,0.06066,0.13604,0.09226
kasia,4,16,0.09273,0.08668,0.17942,0.07586,0.18039,0.25698,0.07448,0.02409,0.0998,0.07199,0.34385,0.41584,0.04391,0.73254,0.78044,0.08279,0.08809,0.17189,0.07078,0.055,0.12678,0.08036,0.07832,0.16005,0.09182,0.12038,0.2132,0.07581,0.08339,0.1592,0.07582
kasia,4,17,0.06617,0.10811,0.17529,0.07157,0.15194,0.22447,0.06254,0.07224,0.13577,0.07081,0.1482,0.22,0.04247,0.76884,0.81232,0.12698,0.04012,0.1681,0.07498,0.0525,0.1279,0.09499,0.08846,0.18345,0.06864,0.09216,0.16079,0.05008,0.06016,0.11124,0.08485
kasia,4,18,0.07487,0.14019,0.21607,0.07951,0.11663,0.19661,0.05404,0.02752,0.08256,0.06467,0.20391,0.26858,0.09205,1.02419,1.11624,0.05843,0.05631,0.11605,0.06708,0.0553,0.12289,0.08448,0.06044,0.14543,0.08323,0.10116,0.18438,0.05884,0.03216,0.091,0.09581
kasia,4,19,0.05986,0.09396,0.15478,0.06883,0.15651,0.22637,0.09911,0.03974,0.14015,0.05878,0.1152,0.17498,0.07543,0.88801,0.96445,0.05106,0.10025,0.15232,0.05187,0.04742,0.09929,0.09261,0.0722,0.16481,0.09148,0.10343,0.19592,0.06322,0.04425,0.10849,0.08816
kasia,4,20,0.06169,0.10797,0.17068,0.08799,0.15984,0.24782,0.07233,0.04388,0.11621,0.0793,0.78469,0.86399,0.07979,0.19551,0.2753,0.06434,0.10004,0.16438,0.04787,0.10375,0.15163,0.09275,0.02401,0.11676,0.10323,0.1008,0.20403,0.05586,0.0673,0.12357,0.07285
kasia,4,21,0.04737,0.17565,0.224,0.09102,0.16104,0.25296,0.10606,0.02881,0.13554,0.05964,0.221,0.28063,0.07015,0.12398,0.19508,0.06336,0.08348,0.14785,0.05597,0.14404,0.20001,0.04781,0.07195,0.11977,0.09239,0.1394,0.23179,0.05142,0.08116,0.13354,0.06629
kasia,4,22,0.07446,0.04796,0.12359,0.08336,0.16708,0.2518,0.027,0.01975,0.04798,0.0513,0.34023,0.39261,0.08441,0.72848,0.81288,0.0987,0.0388,0.1385,0.08429,0.07198,0.15627,0.05496,0.0764,0.13236,0.08324,0.13171,0.21595,0.0591,0.06333,0.12343,0.05534
kasia,4,23,0.06203,0.23994,0.30395,0.1197,0.14013,0.26073,0.06656,0.04346,0.11123,0.07937,0.13157,0.21195,0.09518,0.45195,0.5482,0.57219,0.12024,0.0167,0.07486,0.06,0.15157,0.08757,0.0753,0.16389,0.09264,0.10031,0.19295,0.05391,0.06073,0.11564,0.08246
kasia,4,24,0.10496,0.06404,0.169,0.08708,0.19263,0.27971,0.09854,0.07621,0.17571,0.05909,0.15659,0.21649,0.09985,0.35905,0.4589,0.47956,0.12051,0.0265,0.07116,0.052,0.15165,0.09657,0.32829,0.42487,0.10297,0.10033,0.2043,0.05953,0.0591,0.11863,0.07231
kasia,4,25,0.07881,0.08389,0.16371,0.08016,0.16807,0.24889,0.06019,0.0618,0.12298,0.07464,0.14041,0.2158,0.09625,0.65982,0.75707,0.09465,0.02314,0.11879,0.08874,0.04697,0.13626,0.07069,0.09292,0.16452,0.09493,0.08871,0.18464,0.05802,0.0689,0.12792,0.07485
kasia,4,26,0.07511,0.075,0.15112,0.09621,0.10815,0.20436,0.0875,0.02747,0.11598,0.0717,0.13884,0.21125,0.07964,0.22409,0.30473,0.06818,0.07615,0.14493,0.06947,0.03249,0.10296,0.09609,0.08807,0.18502,0.08608,0.09257,0.17965,0.04649,0.05175,0.09967,0.06721
kasia,4,27,0.08146,0.05237,0.13482,0.06716,0.12854,0.1967,0.07875,0.02397,0.10372,0.06004,0.10844,0.16848,0.12258,0.63207,0.75565,0.07504,0.11355,0.18959,0.05255,0.06952,0.12259,0.1075,0.03941,0.14691,0.08284,0.11613,0.20007,0.06473,0.07549,0.14022,0.07898
kasia,4,28,0.06247,0.37246,0.43594,0.08673,0.1438,0.23153,0.07515,0.03206,0.10798,0.05971,0.24053,0.30024,0.07545,0.35091,0.42737,0.07206,0.14769,0.22073,0.06827,0.10391,0.17218,0.09502,0.04324,0.13911,0.09706,0.16355,0.2606,0.06677,0.10393,0.1717,0.07626
kasia,4,29,0.07157,0.14362,0.21575,0.10461,0.1916,0.29721,0.03833,0.06788,0.10722,0.07563,0.14384,0.22045,0.07166,0.80405,0.87571,0.06789,0.11533,0.18388,0.06482,0.03914,0.10396,0.0954,0.10047,0.19685,0.0827,0.13516,0.21896,0.06059,0.09959,0.16018,0.09233
kasia,5,30,0.06314,0.05226,0.11639,0.07046,0.11234,0.18476,0.19582,0.08254,0.01087,0.06429,0.17616,0.25296,0.05444,0.10423,0.15966,0.22863,0.12441,0.02694,0.06447,0.07547,0.16757,0.09893,0.03553,0.13509,0.05925,0.09679,0.1573,0.05097,0.07575,0.1277,0.09215
kasia,5,31,0.06232,0.07199,0.13513,0.07081,0.12558,0.19639,0.19618,0.0706,0.02707,0.0237,0.26049,0.31264,0.06962,0.41278,0.48439,0.55345,0.13967,0.019,0.09541,0.10022,0.21605,0.10319,0.09159,0.19577,0.08718,0.10358,0.19177,0.03489,0.19174,0.22764,0.0789
kasia,5,32,0.0853,0.11916,0.20546,0.11359,0.15459,0.26818,0.04125,0.013,0.05524,0.03532,0.63512,0.67145,0.07258,0.31494,0.38752,0.07879,0.10144,0.18124,0.06281,0.1639,0.22772,0.07123,0.13202,0.20425,0.10706,0.13179,0.23985,0.1156,0.08354,0.20015,0.11894
kasia,5,33,0.06703,0.20817,0.2762,0.06767,0.1846,0.25227,0.04635,0.68391,0.73225,0.06621,0.31234,0.37855,0.09566,0.17559,0.27224,0.0993,0.10049,0.20078,0.08117,0.12432,0.20749,0.09984,0.07635,0.17619,0.13154,0.13652,0.26806,0.11841,0.12065,0.24006,0.09342
kasia,5,34,0.07411,0.12459,0.19971,0.07406,0.16078,0.23585,0.27694,0.11616,0.03106,0.05983,0.26003,0.35186,0.10049,0.54434,0.64483,0.08596,0.08085,0.16743,0.05447,0.09234,0.14781,0.10385,0.03563,0.13989,0.08853,0.10354,0.19207,0.04254,0.17271,0.21625,0.05876
kasia,5,35,0.0623,0.15533,0.21862,0.08084,0.11819,0.20003,0.09201,0.02687,0.11888,0.06428,0.27388,0.33833,0.10846,0.68889,0.79836,0.10494,0.10837,0.21332,0.07133,0.11124,0.18357,0.09826,0.1328,0.23205,0.07129,0.18363,0.25592,0.06581,0.1973,0.26413,0.05384
kasia,5,36,0.07208,0.20061,0.27359,0.13649,0.17303,0.30952,0.25907,0.08604,0.04511,0.0357,0.20484,0.28634,0.10449,0.23817,0.34266,0.08478,0.12253,0.20833,0.07295,0.08184,0.15579,0.13674,0.14588,0.28262,0.08161,0.15025,0.23239,0.08469,0.14566,0.23136,0.0636
kasia,5,37,0.08042,0.19612,0.27743,0.10819,0.14649,0.25568,0.12262,0.07116,0.19478,0.067,0.16453,0.23253,0.10421,0.23173,0.33695,0.06801,0.11398,0.18199,0.0766,0.13285,0.21045,0.09421,0.14189,0.23709,0.09075,0.10394,0.19469,0.07803,0.17332,0.25134,0.07964
kasia,5,38,0.08001,0.19209,0.2721,0.08219,0.20346,0.28713,0.09981,0.01961,0.12043,0.0562,0.30349,0.35969,0.05939,0.6762,0.73659,0.08734,0.09618,0.18454,0.04656,0.07235,0.11942,0.07888,0.08327,0.16292,0.07189,0.12427,0.19716,0.04648,0.05208,0.09956,0.07872
kasia,5,39,0.09365,0.21524,0.3099,0.1261,0.14113,0.26822,0.17296,0.28145,0.4554,0.117,0.12745,0.24598,0.14586,0.60139,0.74725,0.10041,0.10477,0.20618,0.14442,0.0271,0.17251,0.18147,0.12424,0.30635,0.12115,0.12821,0.25036,0.13541,0.05314,0.18955,0.13722
kasia,5,40,0.14083,0.15188,0.29311,0.1086,0.13111,0.24046,0.24449,0.11338,0.04026,0.12315,0.19189,0.35643,0.1222,0.6694,0.79259,0.09632,0.08125,0.17757,0.13077,0.00993,0.1417,0.13165,0.35576,0.48741,0.08766,0.11709,0.20475,0.07264,0.04994,0.12354,0.07325
kasia,5,41,0.08861,0.18837,0.27823,0.12576,0.1045,0.23127,0.11744,0.01267,0.13162,0.1369,0.14129,0.27885,0.08058,0.68455,0.76612,0.07581,0.11501,0.19178,0.08989,0.02713,0.11802,0.11766,0.12768,0.24635,0.10885,0.14574,0.25559,0.08569,0.06879,0.15448,0.0915
kasia,5,42,0.08637,0.07123,0.15859,0.09573,0.09537,0.1918,0.17587,0.0805,0.01535,0.07589,0.10846,0.20093,0.07187,0.13588,0.20774,0.26412,0.12824,0.02234,0.06025,0.05236,0.13594,0.10767,0.32362,0.43128,0.0796,0.1089,0.18849,0.09594,0.06378,0.15972,0.07626
kasia,5,43,0.09915,0.05143,0.15159,0.09649,0.1155,0.21199,0.17987,0.06437,0.03223,0.05469,0.18809,0.27601,0.06394,0.25127,0.31554,0.36337,0.1121,0.03914,0.05985,0.07599,0.17596,0.09997,0.33229,0.43225,0.1356,0.14332,0.27993,0.09893,0.06008,0.16001,0.09623
kasia,6,44,0.06268,0.10045,0.16414,0.1277,0.2313,0.35901,0.29566,0.06436,0.02198,0.05454,0.33848,0.41599,0.06264,1.21616,1.27981,1.3024,0.08624,0.02299,0.15021,0.0726,0.24659,0.04974,0.82475,0.8755,0.08011,0.10896,0.19007,0.07209,0.10011,0.17314,0.07207
kasia,6,45,0.08779,0.07635,0.16414,0.08721,0.178,0.26521,0.26101,0.08301,0.01598,0.05447,0.20513,0.27669,0.0855,0.83985,0.92576,0.08051,0.10442,0.18594,0.06781,0.0909,0.15974,0.08357,0.18113,0.26471,0.09408,0.12379,0.21889,0.07314,0.11332,0.18646,0.10914
kasia,6,46,0.0987,0.38808,0.48778,0.0841,0.3195,0.40456,0.10146,0.03112,0.13257,0.07157,0.2659,0.33747,0.08023,0.39256,0.4738,0.0719,0.31033,0.38323,0.06121,0.5255,0.58792,0.07561,0.76608,0.84269,0.06379,0.18286,0.24665,0.06744,0.20846,0.27691,0.06011
kasia,6,47,0.17639,0.83901,1.01642,0.08201,0.32302,0.4056,0.0955,0.12252,0.21903,0.09895,0.86449,0.96445,0.08494,0.21486,0.30176,0.10017,0.10014,0.20031,0.07657,0.19645,0.27401,0.07987,0.85296,0.93382,0.09835,0.13229,0.23163,0.08123,0.14975,0.23097,0.06837
kasia,6,48,0.09219,0.19966,0.29186,0.08376,0.29934,0.38409,0.09646,0.02269,0.11914,0.09606,0.76364,0.86059,0.09481,0.24003,0.33583,0.12716,0.04423,0.17239,0.13211,0.11605,0.24816,0.10877,0.13757,0.24736,0.11225,0.15062,0.2638,0.08068,0.07622,0.1569,0.07208
wiktoria,1,1,0.0819,2.4878,2.57072,0.09109,1.95622,2.04831,0.09576,0.07105,0.16793,0.0838,2.39936,2.48417,0.10277,1.95143,2.05574,0.07138,0.21474,0.28769,0.07416,0.12509,0.20025,0.05463,3.0807,3.13663,0.0983,0.17575,0.27532,0.08768,0.73187,0.82056,0.09129
wiktoria,1,2,0.1155,1.19171,1.30822,0.11876,0.35663,0.47539,0.09588,0.19666,0.29254,0.12766,0.87247,1.00013,0.09924,0.70879,0.80803,0.09061,0.24125,0.33186,0.07939,0.13637,0.21576,0.07882,0.67675,0.75557,0.07977,0.18435,0.26413,0.09991,0.29638,0.3963,0.10757
wiktoria,1,3,0.10802,0.22265,0.33178,0.08003,0.41286,0.49289,0.09024,0.13993,0.23123,0.08759,0.37132,0.4599,0.09677,0.26351,0.36027,0.08744,0.24666,0.33536,0.07241,0.21621,0.28861,0.0724,0.41489,0.48844,0.07811,0.23181,0.31107,0.09576,0.12815,0.2245,0.09516
wiktoria,1,4,0.09524,0.23196,0.3282,0.07469,0.54411,0.61979,0.0706,0.09622,0.16828,0.07087,0.39635,0.46836,0.10834,0.72752,0.83586,0.06579,0.23254,0.29965,0.06297,0.10324,0.16726,0.09125,0.29646,0.38916,0.08678,0.18358,0.27117,0.07882,0.4362,0.51643,0.09136
wiktoria,1,5,0.09409,0.84541,0.9405,0.07542,0.28416,0.35958,0.09097,0.20473,0.29661,0.07861,1.83295,1.91156,0.09521,0.38402,0.47966,0.0787,0.21549,0.29533,0.06292,0.26825,0.33261,0.09906,0.22798,0.32806,0.08698,0.22055,0.30853,0.08815,0.80762,0.89577,0.08323
wiktoria,1,6,0.08654,0.22379,0.31172,0.10684,0.37981,0.48776,0.07947,0.16751,0.24827,0.07091,1.92014,1.99241,0.09097,1.39919,1.49243,0.08334,0.20423,0.28775,0.06703,0.17182,0.2399,0.08765,0.13219,0.21985,0.08673,0.18447,0.27236,0.08616,0.4047,0.49211,0.09931
wiktoria,1,7,0.10827,0.61095,0.71923,0.06404,0.43891,0.50381,0.07076,0.18743,0.26018,0.10377,1.54351,1.64829,0.11203,1.1597,1.27224,0.08369,0.2346,0.31956,0.07816,0.20477,0.28431,0.10365,0.25527,0.35994,0.0747,0.2045,0.27971,0.09566,0.1839,0.27956,0.12453
wiktoria,1,8,0.1137,0.23967,0.35443,0.08501,0.32783,0.41284,0.07946,0.17195,0.25241,0.10672,1.51569,1.62361,0.09835,0.27229,0.37273,0.07119,0.26416,0.33535,0.0832,0.15162,0.23583,0.07553,0.19971,0.27608,0.08313,0.18777,0.27195,0.10015,0.12381,0.22396,0.10215
wiktoria,1,9,0.0828,1.21172,1.29558,0.09036,0.33285,0.42507,0.07611,0.1429,0.21901,0.09095,0.23669,0.32905,0.10229,0.43619,0.53956,0.06694,0.25223,0.32045,0.11407,0.22071,0.33527,0.10323,0.14354,0.24795,0.07054,0.18461,0.25615,0.08702,0.11236,0.20039,0.1176
wiktoria,1,10,0.09081,1.64808,1.73989,0.08318,0.48399,0.56802,0.11112,0.16735,0.27972,0.0953,0.28809,0.3845,0.10274,0.33603,0.43979,0.06228,0.205,0.26842,0.08661,0.1201,0.2077,0.08687,0.26406,0.35192,0.0746,0.17954,0.25539,0.08765,0.35993,0.44893,0.11458
wiktoria,1,11,0.08745,0.47997,0.56842,0.07044,0.29613,0.36787,0.09116,0.15965,0.25233,0.07979,2.00755,2.08734,0.15927,0.93258,1.09287,0.08732,0.37641,0.46373,0.07479,0.12408,0.19992,0.10292,0.44362,0.54773,0.08249,0.23617,0.32007,0.0882,0.45101,0.54021,0.08316
wiktoria,1,12,0.10405,1.16365,1.2677,0.11133,0.32394,0.43622,0.07632,0.18361,0.25993,0.12682,0.49256,0.62038,0.10785,1.35236,1.46021,0.0759,0.29144,0.36734,0.09233,0.1842,0.27653,0.09977,0.14512,0.2449,0.07952,0.18408,0.2636,0.10225,0.4724,0.57577,0.06736
wiktoria,1,13,0.13377,0.20898,0.34402,0.09506,0.27999,0.37619,0.10766,0.11171,0.2204,0.0976,0.98055,1.07929,0.09586,0.62265,0.71965,0.0793,0.21176,0.29222,0.08332,0.16414,0.24848,0.10645,0.15604,0.26364,0.09107,0.21264,0.30478,0.09032,0.16831,0.25957,0.11104
wiktoria,1,14,0.09489,0.21125,0.30714,0.08318,0.28784,0.37253,0.09652,0.10722,0.20374,0.09514,0.56461,0.66075,0.10772,0.36374,0.47146,0.07526,0.22023,0.29649,0.07617,0.09169,0.16786,0.11869,0.144,0.26374,0.0905,0.16471,0.2562,0.09049,0.15703,0.24824,0.05082
wiktoria,1,15,0.06739,1.11112,1.1795,0.1035,0.29207,0.39648,0.09893,0.13279,0.23271,0.0747,0.78386,0.85856,0.07978,0.32412,0.40516,0.0578,0.19303,0.25212,0.06674,0.12053,0.18727,0.08617,0.48449,0.57221,0.07084,0.15955,0.23136,0.07547,0.10017,0.1767,0.11059
wiktoria,1,16,0.06643,0.49953,0.56696,0.07062,0.297,0.36861,0.09527,0.09172,0.188,0.07551,0.50367,0.58018,0.11846,0.28766,0.40726,0.095,0.20022,0.29664,0.09497,0.07161,0.16768,0.12271,0.25292,0.37632,0.08725,0.18395,0.27193,0.09967,0.38057,0.48024,0.10688
